package_id,package_name,country,cities_covered,duration,hotel_category,meals,transportation,major_attractions,activities,package_type,best_for,rating,estimated_cost,budget_category,duration_category,package_profile
IND0276,guwahati explorer package,india,guwahati,6,5star,breakfast lunch dinner,flight cab,umananda island guwahati local market guwahati city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.1,41266,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography guwahati guwahati guwahati adventure adventure adventure adventure lovers adventure lovers adventure lovers umananda island guwahati local market guwahati city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots umananda island guwahati local market guwahati city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard short_trip short_trip flight cab breakfast lunch dinner
IND0277,sivasagar explorer package,india,sivasagar,4,3star,breakfast dinner,train cab,sivasagar sivadol sivasagar local market sivasagar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.7,99081,premium,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sivasagar sivasagar sivasagar luxury luxury luxury premium travelers premium travelers premium travelers sivasagar sivadol sivasagar local market sivasagar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots sivasagar sivadol sivasagar local market sivasagar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star premium premium short_trip short_trip train cab breakfast dinner
IND0278,majuli explorer package,india,majuli,5,3star,breakfast dinner,private cab,majuli island majuli local market majuli city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.7,27080,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography majuli majuli majuli cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts majuli island majuli local market majuli city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots majuli island majuli local market majuli city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star standard standard short_trip short_trip private cab breakfast dinner
IND0279,manas explorer package,india,manas,5,luxury heritage,breakfast,private cab,manas national park manas local market manas city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.6,36144,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography manas manas manas nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers manas national park manas local market manas city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots manas national park manas local market manas city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard short_trip short_trip private cab breakfast
IND0280,hajo explorer package,india,hajo,5,3star,breakfast lunch dinner,private cab,hayagriva madhava temple hajo local market hajo city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.5,114118,luxury,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography hajo hajo hajo grand tour grand tour grand tour all travelers all travelers all travelers hayagriva madhava temple hajo local market hajo city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots hayagriva madhava temple hajo local market hajo city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star luxury luxury short_trip short_trip private cab breakfast lunch dinner
IND0281,guwahati explorer package,india,guwahati,7,luxury heritage,breakfast lunch dinner,private cab,pobitora wildlife sanctuary guwahati local market guwahati city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.4,16841,budget,vacation,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography guwahati guwahati guwahati budget budget budget students solo travelers students solo travelers students solo travelers pobitora wildlife sanctuary guwahati local market guwahati city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots pobitora wildlife sanctuary guwahati local market guwahati city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage budget budget vacation vacation private cab breakfast lunch dinner
IND0282,tawang explorer package,india,tawang,6,5star,breakfast lunch dinner,train cab,tawang monastery tawang local market tawang city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.7,39537,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography tawang tawang tawang family family family families families families tawang monastery tawang local market tawang city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots tawang monastery tawang local market tawang city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard short_trip short_trip train cab breakfast lunch dinner
IND0283,agartala explorer package,india,agartala,7,3star,breakfast dinner,private cab,ujjayanta palace agartala local market agartala city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.5,57408,premium,vacation,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography agartala agartala agartala honeymoon honeymoon honeymoon couples couples couples ujjayanta palace agartala local market agartala city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots ujjayanta palace agartala local market agartala city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star premium premium vacation vacation private cab breakfast dinner
IND0284,dumboor explorer package,india,dumboor,5,4star,breakfast,ac coach,dumboor lake dumboor local market dumboor city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.5,37861,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography dumboor dumboor dumboor adventure adventure adventure adventure lovers adventure lovers adventure lovers dumboor lake dumboor local market dumboor city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots dumboor lake dumboor local market dumboor city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star standard standard short_trip short_trip ac coach breakfast
IND0285,unakoti explorer package,india,unakoti,6,4star,breakfast dinner,flight cab,unakoti rock carvings unakoti local market unakoti city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.5,118901,luxury,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography unakoti unakoti unakoti luxury luxury luxury premium travelers premium travelers premium travelers unakoti rock carvings unakoti local market unakoti city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots unakoti rock carvings unakoti local market unakoti city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star luxury luxury short_trip short_trip flight cab breakfast dinner
IND0286,bastar explorer package,india,bastar,5,luxury heritage,breakfast dinner,private cab,chitrakote falls bastar local market bastar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.6,28166,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography bastar bastar bastar cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts chitrakote falls bastar local market bastar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots chitrakote falls bastar local market bastar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard short_trip short_trip private cab breakfast dinner
IND0287,dzkou valley explorer package,india,dzkou valley,5,5star,breakfast,train cab,dzkou valley dzkou valley local market dzkou valley city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.7,37308,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography dzkou valley dzkou valley dzkou valley nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers dzkou valley dzkou valley local market dzkou valley city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots dzkou valley dzkou valley local market dzkou valley city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard short_trip short_trip train cab breakfast
IND0288,puducherry explorer package,india,puducherry,5,4star,breakfast dinner,private cab,promenade beach puducherry local market puducherry city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,water sports beach walk sunset cruise,grand tour,all travelers,4.5,113971,luxury,short_trip,india india india india water sports beach walk sunset cruise water sports beach walk sunset cruise water sports beach walk sunset cruise water sports beach walk sunset cruise puducherry puducherry puducherry grand tour grand tour grand tour all travelers all travelers all travelers promenade beach puducherry local market puducherry city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots promenade beach puducherry local market puducherry city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star luxury luxury short_trip short_trip private cab breakfast dinner
IND0289,auroville explorer package,india,auroville,7,5star,breakfast dinner,train cab,auroville auroville local market auroville city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.1,17233,budget,vacation,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography auroville auroville auroville budget budget budget students solo travelers students solo travelers students solo travelers auroville auroville local market auroville city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots auroville auroville local market auroville city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star budget budget vacation vacation train cab breakfast dinner
IND0290,puducherry explorer package,india,puducherry,4,5star,breakfast lunch dinner,train cab,paradise beach puducherry local market puducherry city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,water sports beach walk sunset cruise,family,families,4.5,30415,standard,short_trip,india india india india water sports beach walk sunset cruise water sports beach walk sunset cruise water sports beach walk sunset cruise water sports beach walk sunset cruise puducherry puducherry puducherry family family family families families families paradise beach puducherry local market puducherry city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots paradise beach puducherry local market puducherry city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard short_trip short_trip train cab breakfast lunch dinner
IND0291,port blair explorer package,india,port blair,5,3star,breakfast lunch dinner,train cab,cellular jail port blair local market port blair city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.7,48760,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography port blair port blair port blair honeymoon honeymoon honeymoon couples couples couples cellular jail port blair local market port blair city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots cellular jail port blair local market port blair city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star standard standard short_trip short_trip train cab breakfast lunch dinner
IND0292,havelock island explorer package,india,havelock island,7,3star,breakfast dinner,flight cab,radhanagar beach havelock island local market havelock island city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,water sports beach walk sunset cruise,adventure,adventure lovers,4.8,46682,standard,vacation,india india india india water sports beach walk sunset cruise water sports beach walk sunset cruise water sports beach walk sunset cruise water sports beach walk sunset cruise havelock island havelock island havelock island adventure adventure adventure adventure lovers adventure lovers adventure lovers radhanagar beach havelock island local market havelock island city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots radhanagar beach havelock island local market havelock island city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star standard standard vacation vacation flight cab breakfast dinner
IND0293,neil island explorer package,india,neil island,4,5star,breakfast dinner,ac coach,bharatpur beach neil island local market neil island city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,water sports beach walk sunset cruise,luxury,premium travelers,4.5,101096,luxury,short_trip,india india india india water sports beach walk sunset cruise water sports beach walk sunset cruise water sports beach walk sunset cruise water sports beach walk sunset cruise neil island neil island neil island luxury luxury luxury premium travelers premium travelers premium travelers bharatpur beach neil island local market neil island city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots bharatpur beach neil island local market neil island city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star luxury luxury short_trip short_trip ac coach breakfast dinner
IND0294,baratang island explorer package,india,baratang island,4,4star,breakfast,flight cab,limestone caves baratang island local market baratang island city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.4,26288,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography baratang island baratang island baratang island cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts limestone caves baratang island local market baratang island city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots limestone caves baratang island local market baratang island city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star standard standard short_trip short_trip flight cab breakfast
IND0295,diu explorer package,india,diu,3,5star,breakfast lunch dinner,ac coach,naida caves diu local market diu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.5,25686,standard,weekend,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography diu diu diu nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers naida caves diu local market diu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots naida caves diu local market diu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard weekend weekend ac coach breakfast lunch dinner
IND0296,diu explorer package,india,diu,7,4star,breakfast,ac coach,diu fort diu local market diu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.6,138454,luxury,vacation,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography diu diu diu grand tour grand tour grand tour all travelers all travelers all travelers diu fort diu local market diu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots diu fort diu local market diu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star luxury luxury vacation vacation ac coach breakfast
IND0297,deoghar explorer package,india,deoghar,7,luxury heritage,breakfast,train cab,baba baidyanath temple deoghar local market deoghar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.7,18171,budget,vacation,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography deoghar deoghar deoghar budget budget budget students solo travelers students solo travelers students solo travelers baba baidyanath temple deoghar local market deoghar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots baba baidyanath temple deoghar local market deoghar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage budget budget vacation vacation train cab breakfast
IND0298,ranchi explorer package,india,ranchi,5,luxury heritage,breakfast lunch dinner,flight cab,pahari mandir ranchi local market ranchi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.6,37161,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography ranchi ranchi ranchi family family family families families families pahari mandir ranchi local market ranchi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots pahari mandir ranchi local market ranchi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard short_trip short_trip flight cab breakfast lunch dinner
IND0299,bodh gaya explorer package,india,bodh gaya,6,4star,breakfast dinner,train cab,mahabodhi temple bodh gaya local market bodh gaya city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.7,52389,premium,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography bodh gaya bodh gaya bodh gaya honeymoon honeymoon honeymoon couples couples couples mahabodhi temple bodh gaya local market bodh gaya city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots mahabodhi temple bodh gaya local market bodh gaya city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star premium premium short_trip short_trip train cab breakfast dinner
IND0300,patna explorer package,india,patna,4,luxury heritage,breakfast dinner,flight cab,sanjay gandhi biological park patna local market patna city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.3,31541,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography patna patna patna adventure adventure adventure adventure lovers adventure lovers adventure lovers sanjay gandhi biological park patna local market patna city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots sanjay gandhi biological park patna local market patna city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard short_trip short_trip flight cab breakfast dinner
IND0301,patna explorer package,india,patna,6,4star,breakfast,ac coach,takhat shri harimandir ji patna sahib patna local market patna city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.7,119503,luxury,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography patna patna patna luxury luxury luxury premium travelers premium travelers premium travelers takhat shri harimandir ji patna sahib patna local market patna city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots takhat shri harimandir ji patna sahib patna local market patna city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star luxury luxury short_trip short_trip ac coach breakfast
IND0302,patna explorer package,india,patna,5,luxury heritage,breakfast dinner,private cab,budhha smriti park patna local market patna city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.4,28929,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography patna patna patna cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts budhha smriti park patna local market patna city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots budhha smriti park patna local market patna city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard short_trip short_trip private cab breakfast dinner
IND0303,gurugram explorer package,india,gurugram,7,5star,breakfast,ac coach,kingdom of dreams gurugram local market gurugram city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.4,43477,standard,vacation,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography gurugram gurugram gurugram nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers kingdom of dreams gurugram local market gurugram city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots kingdom of dreams gurugram local market gurugram city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard vacation vacation ac coach breakfast
IND0304,gurugram explorer package,india,gurugram,5,4star,breakfast dinner,private cab,ambience mall gurugram local market gurugram city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.6,112018,luxury,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography gurugram gurugram gurugram grand tour grand tour grand tour all travelers all travelers all travelers ambience mall gurugram local market gurugram city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots ambience mall gurugram local market gurugram city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star luxury luxury short_trip short_trip private cab breakfast dinner
IND0305,gurugram explorer package,india,gurugram,4,5star,breakfast,train cab,dlf cyberhub gurugram local market gurugram city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.7,15083,budget,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography gurugram gurugram gurugram budget budget budget students solo travelers students solo travelers students solo travelers dlf cyberhub gurugram local market gurugram city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots dlf cyberhub gurugram local market gurugram city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star budget budget short_trip short_trip train cab breakfast
IND0306,new delhi explorer package,india,new delhi,3,5star,breakfast,train cab,gurudwara bangla sahib new delhi local market new delhi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.8,27977,standard,weekend,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography new delhi new delhi new delhi family family family families families families gurudwara bangla sahib new delhi local market new delhi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots gurudwara bangla sahib new delhi local market new delhi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard weekend weekend train cab breakfast
IND0307,kedarnath explorer package,india,kedarnath,3,4star,breakfast,flight cab,kedarnath kedarnath local market kedarnath city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.8,38684,standard,weekend,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography kedarnath kedarnath kedarnath honeymoon honeymoon honeymoon couples couples couples kedarnath kedarnath local market kedarnath city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots kedarnath kedarnath local market kedarnath city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star standard standard weekend weekend flight cab breakfast
IND0308,noida explorer package,india,noida,3,4star,breakfast,private cab,dlf mall of india noida local market noida city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.6,27131,standard,weekend,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography noida noida noida adventure adventure adventure adventure lovers adventure lovers adventure lovers dlf mall of india noida local market noida city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots dlf mall of india noida local market noida city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star standard standard weekend weekend private cab breakfast
IND0309,greater noida explorer package,india,greater noida,5,4star,breakfast lunch dinner,train cab,the grand venice mall greater noida local market greater noida city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.2,111252,luxury,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography greater noida greater noida greater noida luxury luxury luxury premium travelers premium travelers premium travelers the grand venice mall greater noida local market greater noida city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots the grand venice mall greater noida local market greater noida city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star luxury luxury short_trip short_trip train cab breakfast lunch dinner
IND0310,bengaluru explorer package,india,bengaluru,6,3star,breakfast,flight cab,wonderla amusement park bengaluru local market bengaluru city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.5,30182,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography bengaluru bengaluru bengaluru cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts wonderla amusement park bengaluru local market bengaluru city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots wonderla amusement park bengaluru local market bengaluru city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star standard standard short_trip short_trip flight cab breakfast
IND0311,bhubaneswar explorer package,india,bhubaneswar,4,luxury heritage,breakfast,flight cab,nandankanan zoological park bhubaneswar local market bhubaneswar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.4,30427,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography bhubaneswar bhubaneswar bhubaneswar nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers nandankanan zoological park bhubaneswar local market bhubaneswar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots nandankanan zoological park bhubaneswar local market bhubaneswar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard short_trip short_trip flight cab breakfast
IND0312,bengaluru explorer package,india,bengaluru,4,3star,breakfast,ac coach,orion mall bengaluru local market bengaluru city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.5,101676,luxury,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography bengaluru bengaluru bengaluru grand tour grand tour grand tour all travelers all travelers all travelers orion mall bengaluru local market bengaluru city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots orion mall bengaluru local market bengaluru city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star luxury luxury short_trip short_trip ac coach breakfast
IND0313,hyderabad explorer package,india,hyderabad,6,3star,breakfast,train cab,inorbit mall cyberabad hyderabad local market hyderabad city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.5,16073,budget,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography hyderabad hyderabad hyderabad budget budget budget students solo travelers students solo travelers students solo travelers inorbit mall cyberabad hyderabad local market hyderabad city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots inorbit mall cyberabad hyderabad local market hyderabad city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star budget budget short_trip short_trip train cab breakfast
IND0314,new delhi explorer package,india,new delhi,7,4star,breakfast lunch dinner,ac coach,jama masjid new delhi local market new delhi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.5,43471,standard,vacation,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography new delhi new delhi new delhi family family family families families families jama masjid new delhi local market new delhi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots jama masjid new delhi local market new delhi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star standard standard vacation vacation ac coach breakfast lunch dinner
IND0315,rameswaram explorer package,india,rameswaram,5,3star,breakfast lunch dinner,flight cab,ramanathaswamy temple rameswaram local market rameswaram city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.7,46503,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography rameswaram rameswaram rameswaram honeymoon honeymoon honeymoon couples couples couples ramanathaswamy temple rameswaram local market rameswaram city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots ramanathaswamy temple rameswaram local market rameswaram city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star standard standard short_trip short_trip flight cab breakfast lunch dinner
IND0316,greater noida explorer package,india,greater noida,4,4star,breakfast lunch dinner,private cab,buddh international circuit greater noida local market greater noida city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.6,32372,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography greater noida greater noida greater noida adventure adventure adventure adventure lovers adventure lovers adventure lovers buddh international circuit greater noida local market greater noida city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots buddh international circuit greater noida local market greater noida city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star standard standard short_trip short_trip private cab breakfast lunch dinner
IND0317,lucknow explorer package,india,lucknow,7,3star,breakfast lunch dinner,private cab,phoenix palassio lucknow local market lucknow city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.6,129775,luxury,vacation,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography lucknow lucknow lucknow luxury luxury luxury premium travelers premium travelers premium travelers phoenix palassio lucknow local market lucknow city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots phoenix palassio lucknow local market lucknow city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star luxury luxury vacation vacation private cab breakfast lunch dinner
