package_id,package_name,country,cities_covered,duration,hotel_category,meals,transportation,major_attractions,activities,package_type,best_for,rating,estimated_cost,unnamed:_14,budget_category,duration_category,package_profile
ESP004,spain adventure expedition,spain,granada sierra nevada,8,mountain lodge,breakfast,rental car private transfers,sierra nevada national park alhambra mulhacn peak,hiking rock climbing mountain biking skiing winter,adventure,adventure lovers,4.8,195000,,luxury,vacation,spain spain spain spain hiking rock climbing mountain biking skiing winter hiking rock climbing mountain biking skiing winter hiking rock climbing mountain biking skiing winter hiking rock climbing mountain biking skiing winter granada sierra nevada granada sierra nevada granada sierra nevada adventure adventure adventure adventure lovers adventure lovers adventure lovers sierra nevada national park alhambra mulhacn peak sierra nevada national park alhambra mulhacn peak mountain lodge mountain lodge luxury luxury vacation vacation rental car private transfers breakfast
ESP005,spain luxury escape,spain,madrid barcelona ibiza,10,5star luxury resort,all meals,business class domestic flights private chauffeur,sagrada famlia royal palace ibiza beaches park gell,private yacht cruise luxury shopping michelinstar dining spa,luxury,premium travelers,5.0,395000,,luxury,vacation,spain spain spain spain private yacht cruise luxury shopping michelinstar dining spa private yacht cruise luxury shopping michelinstar dining spa private yacht cruise luxury shopping michelinstar dining spa private yacht cruise luxury shopping michelinstar dining spa madrid barcelona ibiza madrid barcelona ibiza madrid barcelona ibiza luxury luxury luxury premium travelers premium travelers premium travelers sagrada famlia royal palace ibiza beaches park gell sagrada famlia royal palace ibiza beaches park gell 5star luxury resort 5star luxury resort luxury luxury vacation vacation business class domestic flights private chauffeur all meals
ESP006,spain cultural heritage tour,spain,madrid toledo crdoba,8,4star hotel,breakfast,highspeed train private coach,toledo cathedral mosquecathedral of crdoba prado museum royal palace,heritage walks museum tours flamenco performance,cultural,history enthusiasts,4.8,155000,,luxury,vacation,spain spain spain spain heritage walks museum tours flamenco performance heritage walks museum tours flamenco performance heritage walks museum tours flamenco performance heritage walks museum tours flamenco performance madrid toledo crdoba madrid toledo crdoba madrid toledo crdoba cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts toledo cathedral mosquecathedral of crdoba prado museum royal palace toledo cathedral mosquecathedral of crdoba prado museum royal palace 4star hotel 4star hotel luxury luxury vacation vacation highspeed train private coach breakfast
ESP007,spain nature explorer,spain,tenerife picos de europa,8,eco resort,breakfast dinner,domestic flight private transfers,teide national park mount teide picos de europa national park,hiking cable car ride whale watching nature photography,nature wildlife,nature lovers,4.8,185000,,luxury,vacation,spain spain spain spain hiking cable car ride whale watching nature photography hiking cable car ride whale watching nature photography hiking cable car ride whale watching nature photography hiking cable car ride whale watching nature photography tenerife picos de europa tenerife picos de europa tenerife picos de europa nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers teide national park mount teide picos de europa national park teide national park mount teide picos de europa national park eco resort eco resort luxury luxury vacation vacation domestic flight private transfers breakfast dinner
ESP008,ultimate spain grand tour,spain,madrid barcelona seville granada valencia ibiza,14,5star hotels,breakfast dinner,highspeed trains domestic flights private transfers,sagrada famlia royal palace alhambra plaza de espaa city of arts and sciences ibiza beaches,city tours flamenco shows beach excursions wine tasting shopping,grand tour,all travelers,5.0,455000,,luxury,long_trip,spain spain spain spain city tours flamenco shows beach excursions wine tasting shopping city tours flamenco shows beach excursions wine tasting shopping city tours flamenco shows beach excursions wine tasting shopping city tours flamenco shows beach excursions wine tasting shopping madrid barcelona seville granada valencia ibiza madrid barcelona seville granada valencia ibiza madrid barcelona seville granada valencia ibiza grand tour grand tour grand tour all travelers all travelers all travelers sagrada famlia royal palace alhambra plaza de espaa city of arts and sciences ibiza beaches sagrada famlia royal palace alhambra plaza de espaa city of arts and sciences ibiza beaches 5star hotels 5star hotels luxury luxury long_trip long_trip highspeed trains domestic flights private transfers breakfast dinner
THA001,thailand budget explorer,thailand,bangkok pattaya,5,3star hotel,breakfast,airport transfers shared coach,grand palace wat arun pattaya beach walking street,city tours beach visit shopping,budget,students solo travelers,4.5,45000,,standard,short_trip,thailand thailand thailand thailand city tours beach visit shopping city tours beach visit shopping city tours beach visit shopping city tours beach visit shopping bangkok pattaya bangkok pattaya bangkok pattaya budget budget budget students solo travelers students solo travelers students solo travelers grand palace wat arun pattaya beach walking street grand palace wat arun pattaya beach walking street 3star hotel 3star hotel standard standard short_trip short_trip airport transfers shared coach breakfast
THA002,thailand family discovery,thailand,bangkok phuket,6,4star hotel,breakfast dinner,domestic flight private transfers,grand palace phi phi islands phuket old town big buddha,island tour family beach activities cultural visits,family,families,4.8,75000,,premium,short_trip,thailand thailand thailand thailand island tour family beach activities cultural visits island tour family beach activities cultural visits island tour family beach activities cultural visits island tour family beach activities cultural visits bangkok phuket bangkok phuket bangkok phuket family family family families families families grand palace phi phi islands phuket old town big buddha grand palace phi phi islands phuket old town big buddha 4star hotel 4star hotel premium premium short_trip short_trip domestic flight private transfers breakfast dinner
THA003,thailand romantic escape,thailand,phuket krabi,6,5star beach resort,breakfast romantic dinner,private transfers speedboat,phi phi islands railay beach james bond island maya bay,sunset cruise couples spa candlelight dinner island hopping,honeymoon,couples,4.9,135000,,luxury,short_trip,thailand thailand thailand thailand sunset cruise couples spa candlelight dinner island hopping sunset cruise couples spa candlelight dinner island hopping sunset cruise couples spa candlelight dinner island hopping sunset cruise couples spa candlelight dinner island hopping phuket krabi phuket krabi phuket krabi honeymoon honeymoon honeymoon couples couples couples phi phi islands railay beach james bond island maya bay phi phi islands railay beach james bond island maya bay 5star beach resort 5star beach resort luxury luxury short_trip short_trip private transfers speedboat breakfast romantic dinner
THA004,thailand adventure expedition,thailand,chiang mai chiang rai,8,4star resort,breakfast,domestic flight private transfers,doi inthanon national park white temple golden triangle mae taeng river,jungle trekking whitewater rafting ziplining atv ride,adventure,adventure lovers,4.8,145000,,luxury,vacation,thailand thailand thailand thailand jungle trekking whitewater rafting ziplining atv ride jungle trekking whitewater rafting ziplining atv ride jungle trekking whitewater rafting ziplining atv ride jungle trekking whitewater rafting ziplining atv ride chiang mai chiang rai chiang mai chiang rai chiang mai chiang rai adventure adventure adventure adventure lovers adventure lovers adventure lovers doi inthanon national park white temple golden triangle mae taeng river doi inthanon national park white temple golden triangle mae taeng river 4star resort 4star resort luxury luxury vacation vacation domestic flight private transfers breakfast
THA005,thailand luxury escape,thailand,bangkok phuket koh samui,9,5star luxury resort,all meals,business class domestic flights private chauffeur,grand palace koh samui beaches phi phi islands big buddha,private yacht cruise luxury shopping spa fine dining,luxury,premium travelers,5.0,295000,,luxury,vacation,thailand thailand thailand thailand private yacht cruise luxury shopping spa fine dining private yacht cruise luxury shopping spa fine dining private yacht cruise luxury shopping spa fine dining private yacht cruise luxury shopping spa fine dining bangkok phuket koh samui bangkok phuket koh samui bangkok phuket koh samui luxury luxury luxury premium travelers premium travelers premium travelers grand palace koh samui beaches phi phi islands big buddha grand palace koh samui beaches phi phi islands big buddha 5star luxury resort 5star luxury resort luxury luxury vacation vacation business class domestic flights private chauffeur all meals
THA006,thailand cultural heritage tour,thailand,bangkok ayutthaya chiang mai,7,4star hotel,breakfast,private coach domestic flight,ayutthaya historical park wat pho doi suthep temple wat rong khun,temple tours thai cultural show floating market visit,cultural,history enthusiasts,4.8,95000,,premium,vacation,thailand thailand thailand thailand temple tours thai cultural show floating market visit temple tours thai cultural show floating market visit temple tours thai cultural show floating market visit temple tours thai cultural show floating market visit bangkok ayutthaya chiang mai bangkok ayutthaya chiang mai bangkok ayutthaya chiang mai cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts ayutthaya historical park wat pho doi suthep temple wat rong khun ayutthaya historical park wat pho doi suthep temple wat rong khun 4star hotel 4star hotel premium premium vacation vacation private coach domestic flight breakfast
THA007,thailand nature explorer,thailand,khao sok krabi,8,eco resort,breakfast dinner,private transfers,khao sok national park emerald pool railay beach phang nga bay,kayaking wildlife safari hiking snorkeling,nature wildlife,nature lovers,4.8,125000,,luxury,vacation,thailand thailand thailand thailand kayaking wildlife safari hiking snorkeling kayaking wildlife safari hiking snorkeling kayaking wildlife safari hiking snorkeling kayaking wildlife safari hiking snorkeling khao sok krabi khao sok krabi khao sok krabi nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers khao sok national park emerald pool railay beach phang nga bay khao sok national park emerald pool railay beach phang nga bay eco resort eco resort luxury luxury vacation vacation private transfers breakfast dinner
THA008,ultimate thailand grand tour,thailand,bangkok pattaya phuket krabi chiang mai,12,5star hotels,breakfast dinner,domestic flights private transfers,grand palace phi phi islands railay beach white temple doi suthep walking street,island hopping temple tours adventure activities shopping thai cultural experiences,grand tour,all travelers,5.0,345000,,luxury,long_trip,thailand thailand thailand thailand island hopping temple tours adventure activities shopping thai cultural experiences island hopping temple tours adventure activities shopping thai cultural experiences island hopping temple tours adventure activities shopping thai cultural experiences island hopping temple tours adventure activities shopping thai cultural experiences bangkok pattaya phuket krabi chiang mai bangkok pattaya phuket krabi chiang mai bangkok pattaya phuket krabi chiang mai grand tour grand tour grand tour all travelers all travelers all travelers grand palace phi phi islands railay beach white temple doi suthep walking street grand palace phi phi islands railay beach white temple doi suthep walking street 5star hotels 5star hotels luxury luxury long_trip long_trip domestic flights private transfers breakfast dinner
UAE001,uae budget explorer,united arab emirates,dubai sharjah,5,3star hotel,breakfast,airport transfers shared coach,burj khalifa dubai mall dubai fountain sharjah museum of islamic civilization,city tours shopping cultural walks,budget,students solo travelers,4.5,55000,,premium,short_trip,united arab emirates united arab emirates united arab emirates united arab emirates city tours shopping cultural walks city tours shopping cultural walks city tours shopping cultural walks city tours shopping cultural walks dubai sharjah dubai sharjah dubai sharjah budget budget budget students solo travelers students solo travelers students solo travelers burj khalifa dubai mall dubai fountain sharjah museum of islamic civilization burj khalifa dubai mall dubai fountain sharjah museum of islamic civilization 3star hotel 3star hotel premium premium short_trip short_trip airport transfers shared coach breakfast
UAE002,uae family discovery,united arab emirates,dubai abu dhabi,6,4star hotel,breakfast dinner,private transfers,ferrari world sheikh zayed grand mosque dubai aquarium miracle garden,theme parks desert safari family sightseeing,family,families,4.8,95000,,premium,short_trip,united arab emirates united arab emirates united arab emirates united arab emirates theme parks desert safari family sightseeing theme parks desert safari family sightseeing theme parks desert safari family sightseeing theme parks desert safari family sightseeing dubai abu dhabi dubai abu dhabi dubai abu dhabi family family family families families families ferrari world sheikh zayed grand mosque dubai aquarium miracle garden ferrari world sheikh zayed grand mosque dubai aquarium miracle garden 4star hotel 4star hotel premium premium short_trip short_trip private transfers breakfast dinner
UAE003,uae romantic escape,united arab emirates,dubai abu dhabi,6,5star luxury hotel,breakfast romantic dinner,private chauffeur,burj al arab palm jumeirah dubai marina louvre abu dhabi,luxury yacht cruise couples spa sunset dinner marina walk,honeymoon,couples,4.9,165000,,luxury,short_trip,united arab emirates united arab emirates united arab emirates united arab emirates luxury yacht cruise couples spa sunset dinner marina walk luxury yacht cruise couples spa sunset dinner marina walk luxury yacht cruise couples spa sunset dinner marina walk luxury yacht cruise couples spa sunset dinner marina walk dubai abu dhabi dubai abu dhabi dubai abu dhabi honeymoon honeymoon honeymoon couples couples couples burj al arab palm jumeirah dubai marina louvre abu dhabi burj al arab palm jumeirah dubai marina louvre abu dhabi 5star luxury hotel 5star luxury hotel luxury luxury short_trip short_trip private chauffeur breakfast romantic dinner
UAE004,uae adventure expedition,united arab emirates,dubai hatta,7,4star resort,breakfast,private transfers,dubai desert conservation reserve hatta mountains jebel jais,desert safari dune bashing ziplining kayaking mountain hiking,adventure,adventure lovers,4.8,145000,,luxury,vacation,united arab emirates united arab emirates united arab emirates united arab emirates desert safari dune bashing ziplining kayaking mountain hiking desert safari dune bashing ziplining kayaking mountain hiking desert safari dune bashing ziplining kayaking mountain hiking desert safari dune bashing ziplining kayaking mountain hiking dubai hatta dubai hatta dubai hatta adventure adventure adventure adventure lovers adventure lovers adventure lovers dubai desert conservation reserve hatta mountains jebel jais dubai desert conservation reserve hatta mountains jebel jais 4star resort 4star resort luxury luxury vacation vacation private transfers breakfast
UAE005,uae luxury escape,united arab emirates,dubai abu dhabi,8,5star luxury resort,all meals,private chauffeur luxury suv,burj khalifa atlantis the palm emirates palace dubai marina,private yacht charter fine dining luxury shopping spa,luxury,premium travelers,5.0,325000,,luxury,vacation,united arab emirates united arab emirates united arab emirates united arab emirates private yacht charter fine dining luxury shopping spa private yacht charter fine dining luxury shopping spa private yacht charter fine dining luxury shopping spa private yacht charter fine dining luxury shopping spa dubai abu dhabi dubai abu dhabi dubai abu dhabi luxury luxury luxury premium travelers premium travelers premium travelers burj khalifa atlantis the palm emirates palace dubai marina burj khalifa atlantis the palm emirates palace dubai marina 5star luxury resort 5star luxury resort luxury luxury vacation vacation private chauffeur luxury suv all meals
UAE006,uae cultural heritage tour,united arab emirates,dubai abu dhabi al ain,7,4star hotel,breakfast,private coach,al fahidi historical district sheikh zayed grand mosque al ain oasis qasr al hosn,heritage walks museum visits cultural shows,cultural,history enthusiasts,4.8,105000,,luxury,vacation,united arab emirates united arab emirates united arab emirates united arab emirates heritage walks museum visits cultural shows heritage walks museum visits cultural shows heritage walks museum visits cultural shows heritage walks museum visits cultural shows dubai abu dhabi al ain dubai abu dhabi al ain dubai abu dhabi al ain cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts al fahidi historical district sheikh zayed grand mosque al ain oasis qasr al hosn al fahidi historical district sheikh zayed grand mosque al ain oasis qasr al hosn 4star hotel 4star hotel luxury luxury vacation vacation private coach breakfast
UAE007,uae nature explorer,united arab emirates,ras al khaimah fujairah,7,eco resort,breakfast dinner,private transfers,jebel jais wadi wurayah national park snoopy island,hiking snorkeling wildlife watching beach exploration,nature wildlife,nature lovers,4.8,125000,,luxury,vacation,united arab emirates united arab emirates united arab emirates united arab emirates hiking snorkeling wildlife watching beach exploration hiking snorkeling wildlife watching beach exploration hiking snorkeling wildlife watching beach exploration hiking snorkeling wildlife watching beach exploration ras al khaimah fujairah ras al khaimah fujairah ras al khaimah fujairah nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers jebel jais wadi wurayah national park snoopy island jebel jais wadi wurayah national park snoopy island eco resort eco resort luxury luxury vacation vacation private transfers breakfast dinner
UAE008,ultimate uae grand tour,united arab emirates,dubai abu dhabi sharjah ras al khaimah al ain,10,5star hotels,breakfast dinner,private transfers,burj khalifa sheikh zayed grand mosque ferrari world palm jumeirah jebel jais dubai frame,city tours desert safari theme parks luxury shopping cultural experiences,grand tour,all travelers,5.0,365000,,luxury,vacation,united arab emirates united arab emirates united arab emirates united arab emirates city tours desert safari theme parks luxury shopping cultural experiences city tours desert safari theme parks luxury shopping cultural experiences city tours desert safari theme parks luxury shopping cultural experiences city tours desert safari theme parks luxury shopping cultural experiences dubai abu dhabi sharjah ras al khaimah al ain dubai abu dhabi sharjah ras al khaimah al ain dubai abu dhabi sharjah ras al khaimah al ain grand tour grand tour grand tour all travelers all travelers all travelers burj khalifa sheikh zayed grand mosque ferrari world palm jumeirah jebel jais dubai frame burj khalifa sheikh zayed grand mosque ferrari world palm jumeirah jebel jais dubai frame 5star hotels 5star hotels luxury luxury vacation vacation private transfers breakfast dinner
UK001,united kingdom budget explorer,united kingdom,london birmingham,7,3star hotel,breakfast,airport transfers intercity train,big ben buckingham palace tower bridge birmingham museum art gallery,city tours shopping museum visits,budget,students solo travelers,4.5,125000,,luxury,vacation,united kingdom united kingdom united kingdom united kingdom city tours shopping museum visits city tours shopping museum visits city tours shopping museum visits city tours shopping museum visits london birmingham london birmingham london birmingham budget budget budget students solo travelers students solo travelers students solo travelers big ben buckingham palace tower bridge birmingham museum art gallery big ben buckingham palace tower bridge birmingham museum art gallery 3star hotel 3star hotel luxury luxury vacation vacation airport transfers intercity train breakfast
UK002,united kingdom family discovery,united kingdom,london edinburgh,8,4star hotel,breakfast dinner,highspeed train private transfers,london eye edinburgh castle tower of london natural history museum,family sightseeing river cruise castle tour,family,families,4.8,185000,,luxury,vacation,united kingdom united kingdom united kingdom united kingdom family sightseeing river cruise castle tour family sightseeing river cruise castle tour family sightseeing river cruise castle tour family sightseeing river cruise castle tour london edinburgh london edinburgh london edinburgh family family family families families families london eye edinburgh castle tower of london natural history museum london eye edinburgh castle tower of london natural history museum 4star hotel 4star hotel luxury luxury vacation vacation highspeed train private transfers breakfast dinner
UK003,united kingdom romantic escape,united kingdom,london cotswolds,7,5star luxury hotel,breakfast romantic dinner,private chauffeur,buckingham palace hyde park bourtononthewater blenheim palace,thames dinner cruise countryside drive spa experience,honeymoon,couples,4.9,255000,,luxury,vacation,united kingdom united kingdom united kingdom united kingdom thames dinner cruise countryside drive spa experience thames dinner cruise countryside drive spa experience thames dinner cruise countryside drive spa experience thames dinner cruise countryside drive spa experience london cotswolds london cotswolds london cotswolds honeymoon honeymoon honeymoon couples couples couples buckingham palace hyde park bourtononthewater blenheim palace buckingham palace hyde park bourtononthewater blenheim palace 5star luxury hotel 5star luxury hotel luxury luxury vacation vacation private chauffeur breakfast romantic dinner
UK004,united kingdom adventure expedition,united kingdom,scottish highlands isle of skye,9,mountain lodge,breakfast,rental suv private transfers,ben nevis loch ness isle of skye glen coe,hiking kayaking wildlife watching mountain trekking,adventure,adventure lovers,4.8,225000,,luxury,vacation,united kingdom united kingdom united kingdom united kingdom hiking kayaking wildlife watching mountain trekking hiking kayaking wildlife watching mountain trekking hiking kayaking wildlife watching mountain trekking hiking kayaking wildlife watching mountain trekking scottish highlands isle of skye scottish highlands isle of skye scottish highlands isle of skye adventure adventure adventure adventure lovers adventure lovers adventure lovers ben nevis loch ness isle of skye glen coe ben nevis loch ness isle of skye glen coe mountain lodge mountain lodge luxury luxury vacation vacation rental suv private transfers breakfast
UK005,united kingdom luxury escape,united kingdom,london edinburgh windsor,10,5star luxury hotel,all meals,business class domestic flight private chauffeur,buckingham palace windsor castle edinburgh castle the shard,luxury shopping afternoon tea michelinstar dining private city tours,luxury,premium travelers,5.0,425000,,luxury,vacation,united kingdom united kingdom united kingdom united kingdom luxury shopping afternoon tea michelinstar dining private city tours luxury shopping afternoon tea michelinstar dining private city tours luxury shopping afternoon tea michelinstar dining private city tours luxury shopping afternoon tea michelinstar dining private city tours london edinburgh windsor london edinburgh windsor london edinburgh windsor luxury luxury luxury premium travelers premium travelers premium travelers buckingham palace windsor castle edinburgh castle the shard buckingham palace windsor castle edinburgh castle the shard 5star luxury hotel 5star luxury hotel luxury luxury vacation vacation business class domestic flight private chauffeur all meals
UK006,united kingdom cultural heritage tour,united kingdom,london oxford bath,8,4star hotel,breakfast,private coach,westminster abbey stonehenge roman baths university of oxford,heritage walks museum tours historic site visits,cultural,history enthusiasts,4.8,175000,,luxury,vacation,united kingdom united kingdom united kingdom united kingdom heritage walks museum tours historic site visits heritage walks museum tours historic site visits heritage walks museum tours historic site visits heritage walks museum tours historic site visits london oxford bath london oxford bath london oxford bath cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts westminster abbey stonehenge roman baths university of oxford westminster abbey stonehenge roman baths university of oxford 4star hotel 4star hotel luxury luxury vacation vacation private coach breakfast
UK007,united kingdom nature explorer,united kingdom,lake district snowdonia,8,eco lodge,breakfast dinner,private transfers,lake windermere scafell pike snowdonia national park mount snowdon,hiking boating cycling nature photography,nature wildlife,nature lovers,4.8,195000,,luxury,vacation,united kingdom united kingdom united kingdom united kingdom hiking boating cycling nature photography hiking boating cycling nature photography hiking boating cycling nature photography hiking boating cycling nature photography lake district snowdonia lake district snowdonia lake district snowdonia nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers lake windermere scafell pike snowdonia national park mount snowdon lake windermere scafell pike snowdonia national park mount snowdon eco lodge eco lodge luxury luxury vacation vacation private transfers breakfast dinner
UK008,ultimate united kingdom grand tour,united kingdom,london edinburgh manchester oxford bath lake district,14,5star hotels,breakfast dinner,highspeed trains domestic flight private transfers,big ben buckingham palace edinburgh castle stonehenge roman baths lake district national park,city tours castle visits shopping river cruise cultural experiences,grand tour,all travelers,5.0,495000,,luxury,long_trip,united kingdom united kingdom united kingdom united kingdom city tours castle visits shopping river cruise cultural experiences city tours castle visits shopping river cruise cultural experiences city tours castle visits shopping river cruise cultural experiences city tours castle visits shopping river cruise cultural experiences london edinburgh manchester oxford bath lake district london edinburgh manchester oxford bath lake district london edinburgh manchester oxford bath lake district grand tour grand tour grand tour all travelers all travelers all travelers big ben buckingham palace edinburgh castle stonehenge roman baths lake district national park big ben buckingham palace edinburgh castle stonehenge roman baths lake district national park 5star hotels 5star hotels luxury luxury long_trip long_trip highspeed trains domestic flight private transfers breakfast dinner
USA001,united states budget explorer,united states,new york city washington dc,7,3star hotel,breakfast,airport transfers amtrak train,statue of liberty times square white house national mall,city tours museum visits shopping,budget,students solo travelers,4.5,145000,,luxury,vacation,united states united states united states united states city tours museum visits shopping city tours museum visits shopping city tours museum visits shopping city tours museum visits shopping new york city washington dc new york city washington dc new york city washington dc budget budget budget students solo travelers students solo travelers students solo travelers statue of liberty times square white house national mall statue of liberty times square white house national mall 3star hotel 3star hotel luxury luxury vacation vacation airport transfers amtrak train breakfast
USA002,united states family discovery,united states,orlando miami,8,4star hotel,breakfast dinner,domestic flight private transfers,walt disney world universal orlando resort miami beach,theme parks family entertainment beach activities,family,families,4.8,225000,,luxury,vacation,united states united states united states united states theme parks family entertainment beach activities theme parks family entertainment beach activities theme parks family entertainment beach activities theme parks family entertainment beach activities orlando miami orlando miami orlando miami family family family families families families walt disney world universal orlando resort miami beach walt disney world universal orlando resort miami beach 4star hotel 4star hotel luxury luxury vacation vacation domestic flight private transfers breakfast dinner
USA003,united states romantic escape,united states,new york city napa valley,7,5star luxury hotel,breakfast romantic dinner,domestic flight private transfers,central park empire state building napa vineyards,wine tasting broadway show couples spa fine dining,honeymoon,couples,4.9,295000,,luxury,vacation,united states united states united states united states wine tasting broadway show couples spa fine dining wine tasting broadway show couples spa fine dining wine tasting broadway show couples spa fine dining wine tasting broadway show couples spa fine dining new york city napa valley new york city napa valley new york city napa valley honeymoon honeymoon honeymoon couples couples couples central park empire state building napa vineyards central park empire state building napa vineyards 5star luxury hotel 5star luxury hotel luxury luxury vacation vacation domestic flight private transfers breakfast romantic dinner
USA004,united states adventure expedition,united states,las vegas grand canyon,9,4star resort,breakfast,rental suv private transfers,grand canyon national park hoover dam red rock canyon,helicopter tour hiking atv ride skywalk experience,adventure,adventure lovers,4.8,245000,,luxury,vacation,united states united states united states united states helicopter tour hiking atv ride skywalk experience helicopter tour hiking atv ride skywalk experience helicopter tour hiking atv ride skywalk experience helicopter tour hiking atv ride skywalk experience las vegas grand canyon las vegas grand canyon las vegas grand canyon adventure adventure adventure adventure lovers adventure lovers adventure lovers grand canyon national park hoover dam red rock canyon grand canyon national park hoover dam red rock canyon 4star resort 4star resort luxury luxury vacation vacation rental suv private transfers breakfast
USA005,united states luxury escape,united states,new york city los angeles las vegas,10,5star luxury hotel,all meals,business class domestic flights private chauffeur,hollywood sign beverly hills times square bellagio fountains,luxury shopping private city tours helicopter ride michelinstar dining,luxury,premium travelers,5.0,495000,,luxury,vacation,united states united states united states united states luxury shopping private city tours helicopter ride michelinstar dining luxury shopping private city tours helicopter ride michelinstar dining luxury shopping private city tours helicopter ride michelinstar dining luxury shopping private city tours helicopter ride michelinstar dining new york city los angeles las vegas new york city los angeles las vegas new york city los angeles las vegas luxury luxury luxury premium travelers premium travelers premium travelers hollywood sign beverly hills times square bellagio fountains hollywood sign beverly hills times square bellagio fountains 5star luxury hotel 5star luxury hotel luxury luxury vacation vacation business class domestic flights private chauffeur all meals
USA006,united states cultural heritage tour,united states,boston philadelphia washington dc,8,4star hotel,breakfast,amtrak train private coach,freedom trail liberty bell smithsonian museums white house,heritage walks museum tours historic landmark visits,cultural,history enthusiasts,4.8,195000,,luxury,vacation,united states united states united states united states heritage walks museum tours historic landmark visits heritage walks museum tours historic landmark visits heritage walks museum tours historic landmark visits heritage walks museum tours historic landmark visits boston philadelphia washington dc boston philadelphia washington dc boston philadelphia washington dc cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts freedom trail liberty bell smithsonian museums white house freedom trail liberty bell smithsonian museums white house 4star hotel 4star hotel luxury luxury vacation vacation amtrak train private coach breakfast
USA007,united states nature explorer,united states,yellowstone yosemite,9,eco lodge,breakfast dinner,domestic flight private transfers,yellowstone national park yosemite valley old faithful half dome,wildlife safari hiking camping nature photography,nature wildlife,nature lovers,4.9,255000,,luxury,vacation,united states united states united states united states wildlife safari hiking camping nature photography wildlife safari hiking camping nature photography wildlife safari hiking camping nature photography wildlife safari hiking camping nature photography yellowstone yosemite yellowstone yosemite yellowstone yosemite nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers yellowstone national park yosemite valley old faithful half dome yellowstone national park yosemite valley old faithful half dome eco lodge eco lodge luxury luxury vacation vacation domestic flight private transfers breakfast dinner
USA008,ultimate united states grand tour,united states,new york city washington dc orlando las vegas los angeles san francisco,15,5star hotels,breakfast dinner,domestic flights private transfers,statue of liberty white house walt disney world grand canyon hollywood golden gate bridge,city tours theme parks road trip shopping national park excursions,grand tour,all travelers,5.0,595000,,luxury,long_trip,united states united states united states united states city tours theme parks road trip shopping national park excursions city tours theme parks road trip shopping national park excursions city tours theme parks road trip shopping national park excursions city tours theme parks road trip shopping national park excursions new york city washington dc orlando las vegas los angeles san francisco new york city washington dc orlando las vegas los angeles san francisco new york city washington dc orlando las vegas los angeles san francisco grand tour grand tour grand tour all travelers all travelers all travelers statue of liberty white house walt disney world grand canyon hollywood golden gate bridge statue of liberty white house walt disney world grand canyon hollywood golden gate bridge 5star hotels 5star hotels luxury luxury long_trip long_trip domestic flights private transfers breakfast dinner
